,question,option_a,option_b,option_c,option_d,correct answer,option,subject,llama_score
17,மாநில ஆளுநரால் நியமிக்கப்படுகிறார்,பிரதமர்,முதல்வர்,தலைமை நீதிபதி,ஜனாதிபதி,தலைமை நீதிபதி,2,civics,1
18,ஒரு மாநிலத்தின் சபாநாயகர் ஒரு ……………,மாநிலத் தலைவர்,அரசாங்கத் தலைவர்,இவை எதுவுமில்லை,ஜனாதிபதியின் முகவர்,இவை எதுவுமில்லை,2,civics,0
19,பின்வருவனவற்றில் ஆளுநரின் அதிகாரங்களில் ஒன்று இல்லாதது எது?,சட்டமன்றம்,நிர்வாகி,இராஜதந்திரம்,நீதித்துறை,இராஜதந்திரம்,2,civics,0
20,ஆங்கிலோ-இந்திய சமூகத்தின் ஒரு பிரதிநிதியை மாநில சட்டமன்றத்திற்கு யார் பரிந்துரைக்கலாம்?,குடியரசுத் தலைவர்,ஆளுநர்,மாநில சட்டமன்றத் தலைவர்,முதல்வர்,மாநில சட்டமன்றத் தலைவர்,2,civics,0
21,ஆளுநர் நியமிக்கவில்லை,முதலமைச்சர்,மாநில பொது சேவை ஆணையத்தின் தலைவர்,உயர் நீதிமன்ற நீதிபதிகள்,மாநிலத்தின் அட்வகேட் ஜெனரல்,உயர் நீதிமன்ற நீதிபதிகள்,2,civics,0
22,ஒரு மாநிலத்தின் முதலமைச்சர் ……………….,மாநில சட்டமன்றம்,ஆளுநர்,மாநில சட்டப் பேரவையின் சபாநாயகர்,குடியரசுத் தலைவர்,மாநில சட்டப் பேரவையின் சபாநாயகர்,2,civics,0
23,மாநில அமைச்சர்கள் குழு தலைமை வகிக்கிறது,முதல்வர்,கவர்னர்,பிரதமர்,சபாநாயகர்,பிரதமர்,2,civics,0
24,இந்திய அரசியலமைப்பின் முகவுரை எத்தனை முறை திருத்தப்பட்டது?,ஒரு முறை ,இரு முறை,மூன்று முறை, எப்போதும் இல்லை,ஒரு முறை ,0,civics,0
25,ஒரு வெளி நாட்டவர் கீழ்க்காணும் எதன் மூலம் இந்திய குடியுரிமை பெற முடியும்,வம்சாவளி,பதிவு,இயல்புரிமை,ஈ) மேற்கண்ட அனைத்தும், மேற்கண்ட அனைத்தும்,3,civics,0
26,"மாறுபட்ட ஒன்றைக் கண்டுபிடி

",சமத்துவ உரிமை, சுரண்டலுக்கெதிரான உரிமை, சொத்துரிமை,கல்லி மற்றும் கலாச்சார உரிமை, சொத்துரிமை,2,civics,0
27,கீழ்க்காண்பவற்றில் ஒன்று அடிப்படை உரிமையைப் பயன்படுத்துவதற்கு உதாரணம் இல்லை.,கர்நாடகாவிலிருந்து கேரளா பண்ணைகளில் வேலையாட்கள் பணிசெய்தல்,கிறித்துவ சமயக்குழு தொடர்ச்சியாக பள்ளிகளை அமைத்தல்,ஆண் பெண் இருபாலரும் அரசுப் பணிகளுக்கு சம ஊதியம் பெறுதல்,பெற்றோர்களின் பூர்வீக சொத்துகள் அவர்களது பிள்ளைகளுக்குச் செல்லுதல்,பெற்றோர்களின் பூர்வீக சொத்துகள் அவர்களது பிள்ளைகளுக்குச் செல்லுதல்,3,civics,0
28,பின்வருவனவற்றுள் எந்த உரிமை Dr. B. R. அம்பேத்கர் அவர்களால் “ இந்திய அரசியலமைப்பின் இதயம் மற்றும் ஆன்மா என விவரிக்கப்பட்டது?,சமத்துவ உரிமை,சமய வரி,அரசியலமைப்புக்குட்பட்டு தீர்வு காணும் உரிமை,சொத்து வரி,அரசியலமைப்புக்குட்பட்டு தீர்வு காணும் உரிமை ,2,civics,1
29, நமது அடிப்படைக் கடமைகளை ------- இடமிருந்து பெற்றோம்.,அமெரிக்க அரசியலமைப்பு, கனடா அரசியலமைப்பு,ரஷ்யா அரசியலமைப்பு,ஐரிஷ் அரசியலமைப்பு,ரஷ்யா அரசியலமைப்பு,2,civics,0
